contentid,contenttypeid,title,createdtime,modifiedtime,tel,telname,homepage,firstimage,firstimage2,cpyrhtDivCd,areacode,sigungucode,lDongRegnCd,lDongSignguCd,lclsSystm1,lclsSystm2,lclsSystm3,cat1,cat2,cat3,addr1,addr2,zipcode,mapx,mapy,mlevel,overview
1201082,12,가평별묘,20110210225513,20250318191243,,,"<a href=""https://www.gptour.go.kr/tour/tour_view.jsp?menu=assets&submenu=main&l_code=&paramidx=TL0000038&page=10&pageBlock=3"" title=""가평 문화관광 홈페이지로 이동"">https://www.gptour.go.kr/tour/</a>",http://tong.visitkorea.or.kr/cms/resource/57/3381857_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/57/3381857_image3_1.JPG,Type3,31,1,41,820,HS,HS01,HS010800,A02,A0201,A02010700,경기도 가평군 설악면 방일리,355,12472,127.4915450327,37.6196823854,6,"별묘는 남도진(1674 현종 15∼1735 영조11)의 영정을 모신 사당으로 설악면 방일리 음방[陰坊]에 있다. 이사당에 모셔진 영정은 가로 120㎝, 세로 200㎝ 크기의 두루마리 표구로 제작되었는데 1728년(영조5년) 6월에 조선 숙종조 시절에 이름이 알렸던 화가 함세휘가 그린 것으로 인물에 대한 선의 감각이 원형대로 잘 보존 되어있다. 이 영정은 그 후 후손들에 의하여 보관되어 오다가 그의 6대손이자 구한말 학자이며 정치가, 외교관으로 이름이 높던 예조판서 남정철(1840-1916년)이 1888년 2월 7일 이곳에 사당을 지어 모시며 매년 칠월칠일 제향을 드려 오다가 1985년 봄에 그 후손들에 의하여 다시 전통가옥으로 부연을 달아 중건한 것이다. 이 영정은 남도진이 쓴 명문과 그의 친구 박창언이 그 아름다움을 예서로 찬미한 글이 있고 조봉주가 찬미한 글과 함세휘가 [戊申六月下院] 무신유월하원에 그렸다는 표시가 있다.

(출처 : 가평 문화관광 홈페이지)"
2726686,28,가평별빛누리글램핑,20210722221412,20250410113352,,,"<a href=""https://www.starlightnuri.co.kr/""target=""_blank"" title=""새창 : 업체홈페이지 이동"">https://www.starlightnuri.co.kr/</a>",http://tong.visitkorea.or.kr/cms/resource/58/2726858_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/58/2726858_image2_1.JPG,Type3,31,1,41,820,AC,AC05,AC050400,A03,A0302,A03021700,경기도 가평군 상면 청군로 261,,12446,127.4067210642,37.7541346509,6,가평별빛누리글램핑은 바로 앞 광폭 크기의 프라이빗계곡과 숲으로 둘러 쌓여 계곡소리 들으며 불멍을 즐길 수 있고 자연 속에서 여유를 찾고 힐링할 수 있는 곳이다. 아침고요수목원에서 차량 10분 거리에 위치한 이곳은 가평 청정지역 상면 축령산 자락의 강(계곡)과 산이 어우러진 깨끗한 자연을 만끽할 수 있다.
2726702,28,가평보리산캠핑장,20210722225638,20250410131343,,,"<a href=""http://www.boricamp.co.kr/"" target=""_blank"" title=""새창 : 가평보리산캠핑장 사이트로 이동"">http://www.boricamp.co.kr/</a>",http://tong.visitkorea.or.kr/cms/resource/36/2726836_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/36/2726836_image3_1.jpg,Type3,31,1,41,820,AC,AC05,AC050100,A03,A0302,A03021700,경기도 가평군 설악면 한서로 421-259,,12463,127.5372922130,37.6691913675,6,"가평보리산캠핑장은 경기도 가평군 설악면 위곡리에 위치해 있다. 이곳은 보리산 중턱 아래 어린이를 위한 시설을 특화해놓았다. 반려견 입장도 가능하고, 2개의 수영장이 준비되어 있으며 여느 캠핑장과 는 규모가 다른 대형 키즈카페가 마련돼 있어 반려동물과 함께 온 가족이 행복한 시간을 보낼 수 있다. 글램핑은 총 5개 동으로 사이즈는 4m×6m이다. 캠핑장 넓이나 시설에 비해 글램핑 사이트가 적은 편이지만, 사이트 시설 내부는 깨끗하며 필요한 비품들도 잘 갖춰져 있다. 관리실은 본관 관리동에 있으며 이곳엔 공용 부대시설이 잘 관리되어 있다. 특히 개수대와 전자레인지 등을 갖추어져 있어 편리성을 더했다. 통나무 캐빈과 펜션을 운영 중이며, 프랜차이즈 통닭 세트를 사전 예약하여 즐길 수도 있다."
2747467,28,가평사계절캠핑장,20210923183456,20250411171647,,,"<a href=""http://cafe.naver.com/gp4camping/"" target=""_blank"" title=""새창 : 가평사계절캠핑장 사이트로 이동"">http://cafe.naver.com/gp4camping/</a>",http://tong.visitkorea.or.kr/cms/resource/82/2747982_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/82/2747982_image2_1.JPG,Type3,31,1,41,820,AC,AC05,AC050100,A03,A0302,A03021700,경기도 가평군 북면 가화로 988,,12403,127.5486293388,37.8837194109,6,"가평 사계절 캠핑장은 가평 목동 시외버스 터미널에서 버스를 타고 이동할 수 있는데, 캠핑장 바로 앞에 버스 정류장이 있어 접근이 편리하다. 명지산 깊은 계곡을 끼고 있어 물놀이하기에 좋은 캠핑장이다. 총 25개의 사이트가 마련되어 있으며 오토캠핑과 일반 캠핑사이트 구분 없이 사용할 수 있고, 2동의 통나무 방갈로도 운영하고 있다. 비교적 수령이 많은 나무들 사이에 사이트가 구성되어 있어 편하게 텐트를 설치할 수 있다. 관리동에 공용 화장실 및 샤워시설, 개수대가 설치되어 있으며 관리상태는 양호하고 청결하다. 또한 유아용 트램펄린이 구비되어 있고, 캠핑장 아래로  맑은 물이 흐르는 계곡이 있어 캠핑과 함께 물놀이를 즐길 수 있다. 매점은 운영하지 않고 있지만 인근에 주유소 및 대형마트가 있어 편리하게 이용할 수 있다."
2740086,28,가평설악 하늘계곡 캠핑장,20210906200732,20250626130857,,,,http://tong.visitkorea.or.kr/cms/resource/38/2740238_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/38/2740238_image2_1.JPG,Type3,31,1,41,820,AC,AC05,AC050100,A03,A0302,A03021700,경기도 가평군 설악면 봉미산안길 190-27,,12471,127.5391213631,37.6163308714,6,"경기도 가평군 설악면 설곡리에 위치한 하늘계곡 캠핑장은 수도권과의 접근성이 좋다. 봉미산 중턱에 자리하고 있는 이곳은  울창한 숲과 맑은 계곡이 흐르고 있어 캠퍼들에게 인기를 얻고 있다. 사이트 크기는 7m×8m이고,  대형 데크 42면을 운영 중이다. 바닥은 파쇄석이며 A구역, B구역, C구역, D구역으로 나뉘어져 있다. 계곡 쪽에 나무데크 전용 쉼터가 마련되어 있어 물놀이를 하면서 휴식을 취하기에 좋다. 공용시설은 들어가기 미안할 정도로 깨끗하게 관리되어 기분을 좋게 한다. 또한 관리실과 마트를 운영하고 있다. 매점에선 캠핑에 필요한 물품들을 취급하고 있어 오지 캠핑을 체험하는 이용자들의 불편을 덜어주고 있다. 전기 및 와이파이 사용이 가능하고 개수대, 샤워실 등이 잘 갖춰져 있으며 소형견 출입은 가능하다."
2763418,28,가평썬캠핑,20211027185812,20250414155329,,,"<a href=""http://cafe.naver.com/suncamp/"" target=""_blank"" title=""새창 : 가평썬 캠핑 사이트로 이동"">http://cafe.naver.com/suncamp/</a>",http://tong.visitkorea.or.kr/cms/resource/51/2797351_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/51/2797351_image2_1.jpg,Type3,31,1,41,820,AC,AC05,AC050100,A03,A0302,A03021700,경기도 가평군 상면 청군로 1579-14,,12442,127.3213767529,37.8259775043,6,"가평썬캠핑은 경기도 가평군 상면에 소재하는 아담한 캠핑장이다. 개수대, 화장실, 샤워실 등 손님들을 위한 편의 시설을 구비하고 있다. 깨끗한 시설과 넉넉한 사이트 면적은 손님들에게 인기가 좋다. 어린이와 조용하게 캠핑을 즐기시기에 좋은 캠핑장이다. 일부 구역 뒤로는 십이탄천이 흐르고 있어 내천에 물 흐르는 소리를 들으며 휴식을 취할 수 있다."
2724858,39,가평양떼목장카페,20210708180335,20250415165724,,,,http://tong.visitkorea.or.kr/cms/resource/92/2723992_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/2723992_image3_1.jpg,Type3,31,1,41,820,FD,FD05,FD050100,A05,A0502,A05020900,경기도 가평군 설악면 유명로 1209,,12469,127.4737542806,37.6438875816,6,"가평양떼목장카페는 끝이 보이지 않는 산과 대자연, 6만 평 초지에 사람과 공존하는 정갈하고 아름다운 카페이다. 경기도 가평군 설악면에 있는 이곳은 양들과 알파카 등 다양한 동물들을 직접 만날 수 있고, 먹이 주기 체험 등 이색적인 체험을 하며 힐링할 수 있는 곳이다."
3018553,28,가평역레져,20231006153614,20260422135833,,,http://sgpleisure.edenstore.co.kr/,https://tong.visitkorea.or.kr/cms/resource/05/3002105_image2_1.JPG,https://tong.visitkorea.or.kr/cms/resource/05/3002105_image3_1.JPG,Type3,,,41,820,LS,LS01,LS011500,,,,경기도 가평군 가평읍 달전리,627-1,12422,127.5083,37.815,6,"가평역레져는 경춘선 가평 전철역 바로 뒤에 위치하고 있으며 버기카(고카트)와 스쿠터 및 자전거를 구비하고 있다. 산, 들, 물을 동시에 즐길 수 있는 곳으로 산악 ATV 투어 전문점이며, 단계별 산악코스를 가이드의 지도하에 안전하고 즐겁게 즐길 수 있고 만족도도 높은 편이다. 친구, 직장 동료 등과 즐길 수 있는 서바이벌 게임은 10인 이상일 경우 할인도 하고 있으며 산악 ATV와 함께 하기에도 좋다. 색다른 레저를 체험을 하고 싶다면 이곳을 추천한다."
1214552,39,가평장원추어탕,20110223230336,20260122163000,,,,,,,,,41,820,FD,FD01,FD010100,,,,경기도 가평군 가평읍 광장로 5,,12416,127.511223891089,37.8262101837755,6,"가평장원추어탕은 가평종합운동장 인근에 위치한 추어탕 전문점이다. 읍내에 자리하여 가평 현지인들의 몸보신 맛집으로 알려져 있다. 이곳의 추어탕은 걸쭉하고 진한 맛으로 유명하며, 비린 맛없이 고소한 맛이다. 특히 통추어탕은 미꾸라지를 통째로 먹는 즐거움이 있고, 산초가루를 넣어 먹으면 더 맛있게 즐길 수 있다. 바삭하게 튀겨낸 추어튀김도 별미인데, 추어탕과 함께 인기 메뉴로 꼽힌다."
2740097,28,가평카라반캠핑농원,20210906201426,20250411141413,,,"<a href=""http://gpcaravan.co.kr/"" target=""_blank"" title=""새창 : 가평카라반캠핑농원 사이트로 이동"">http://gpcaravan.co.kr/</a>",http://tong.visitkorea.or.kr/cms/resource/92/2797392_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/2797392_image2_1.jpg,Type3,31,1,41,820,AC,AC05,AC050300,A03,A0302,A03021700,경기도 가평군 가평읍 문화로 291-25,,12414,127.5043235876,37.8387627132,6,"가평 카라반캠핑 농원은 연인산 용추구곡에서 흘러나온 물과 칼봉산 자락에서 흘러나오는 물이 만나는 승안천변에 위치하고 있다. 풍성한 그늘을 제공하는 나무들 옆에 카라반을 배치했으며, 캠핑장 바로 앞에 있는 승안천 개울에서 물놀이를 즐길 수 있다. 또한 캠핑지기가 무농약으로 재배한 상추, 고추, 옥수수, 수박, 고구마 등을 직접 따서 먹을 수 있으며, 자전거, 배드민턴 라켓을 대여해주고 있다. 인근에 남이섬, 자라섬, 제이드가든 수목원, 칼봉산 등의 유명 관광지가 있어 연계관광이 용이하다."
3083766,39,가평카페109,20231024104837,20260421112651,,,,https://tong.visitkorea.or.kr/cms/resource/44/3083744_image2_1.JPG,https://tong.visitkorea.or.kr/cms/resource/44/3083744_image3_1.JPG,Type3,,,41,820,FD,FD05,FD050100,,,,경기도 가평군 상면 축령로 109,,12448,127.36007330767164,37.77466508920391,6,가평카페109는 야자수를 비롯한 다양한 식물들이 많은 플라워 카페이다. 꽃과 나무들이 자연스럽게 배치되어 있어 마치 숲속을 산책하는 듯한 분위기의 카페이며 사진 스폿이 많은 곳이다. 매장 안 입구에는 한옥 분위기의 매대가 있어 커피류를 비롯해서 다양한 종류의 음료와 간단한 디저트를 주문하면 된다. 건물은 1층과 2층으로 이루어져 있다. 1층 식물원에도 좌석이 있고 분수대 위쪽 2층에는 가운데에 정원이 예쁘게 꾸며져 있고 그 가장자리에는 마루와 테이블이 놓인 좌석도 있다. 그 외에도 단체 손님을 위한 테이블이나 데이트하기 좋은 창가 쪽 테이블도 있다. 천창을 통해 들어오는 햇살 속에서 부지런히 자라는 여러 식물들과 시원한 분수대 물소리를 들으며 차분히 쉴 수 있는 곳이다.
2726710,28,가평캠핑스마일,20210722233251,20250410132052,,,"<a href=""https://cafe.naver.com/gapyungcampingsmail/"" target=""_blank"" title=""새창 : 가평캠핑스마일 사이트로 이동"">https://cafe.naver.com/gapyungcampingsmail/</a>",http://tong.visitkorea.or.kr/cms/resource/32/2727132_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/32/2727132_image2_1.jpg,Type3,31,1,41,820,AC,AC05,AC050100,A03,A0302,A03021700,경기도 가평군 조종면 연인산로474번길 91-27,,12433,127.3850898109,37.8456819339,6,"가평 캠핑스마일 캠핑장은 경기도 가평군 조종면에 위치하고 있다. 이곳은 넓은 사이트와 깨끗한 부대 시설 등이 어우러진 전원마을 속 캠핑장이다. 사이트의 바닥이 파쇄석이며, 그늘을 피할 수 있는 튼튼한 그늘막을 쳐 놓았다. 사이트 전체 넓이는 7.5m×9m으로 35개면이 조성돼 있고, 개수대는 외부에 위치하여 있다. 관리실 건물에 매점과 공용 화장실, 카페 등이 있는데 특히 관리존과 별도로 마련된 카페는 직접 뽑아주는 커피가 일품이며, 간단한 음료와 이벤트 진행관련 상품을 진열하여 이용객들에게 서비스하고 있다. 할로윈데이 포토존이 따로 마련되어 있다."
3539194,12,가평크루즈,20250917103757,20260409133004,,,공식 홈페이지 https://www.gapyeongcruise.com/공식 인스타그램 https://www.instagram.com/gapyeongcruise_official/,https://tong.visitkorea.or.kr/cms/resource/28/3539128_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/28/3539128_image3_1.jpg,Type3,,,41,820,EX,EX07,EX070100,,,,경기도 가평군 설악면 미사리로 267-19,,12461,127.51899428972771,37.69001654914845,6,"가평크루즈는 250인승 국내최초 친환경 전기유람선으로 가평군 설악면에 위치해 있다. 가평군 설악면 가평마리나 선착장에서 출발하여 남이섬, 자라섬 및 청평호를 둘러볼 수 있는 코스로 운항 중에 있다. 4층 규모의 가평마리나 선착장과 3층으로 구성되어 있는 가평크루즈는 개인고객뿐만 아니라 단체 대관에 적합한 공간으로 이루어져 있다. 선내에는 매점과 VIP 라운지 등 편의시설이 마련되어 있으며, 가평마리나 선착장에는 기프트샵과 카페, 루프탑 공간 등이 조성되어 있어 탑승 전후로 다양한 휴식과 여유를 즐길 수 있다."
3006200,28,가평탑랜드(KTOPLAND),20230901115810,20260506132937,,,http://www.ktopland.com,https://tong.visitkorea.or.kr/cms/resource/36/3001836_image2_1.JPG,https://tong.visitkorea.or.kr/cms/resource/36/3001836_image3_1.JPG,Type3,,,41,820,LS,LS01,LS011800,,,,경기도 가평군 가평읍 북한강변로 1044-15,,12422,127.525961,37.805921,6,"가평 탑랜드는 물 위를 시원하게 가르는 수상스키와 모터보트, 시간 가는 줄 모르고 즐기는 다양한 놀이 기구까지 남녀노소 누구나 쉽게 즐길 수 있는 곳이다. 6월~8월에는 픽업도 가능하며 가평역이나 가평 터미널에서 전화하면 된다. 수영복 바지나 아쿠아 삭스도 비교적 싸게 구매할 수 있다. 그 외 여러 가지 물놀이 기구를 즐길 수 있는 곳이다."
2798624,28,가평포레스트카라반랜드,20211215213733,20250414171046,,,"<a href=""http://www.포레스트카라반.kr/"" target=""_blank"" title=""새창 : 가평포레스트카라반랜드 사이트로 이동"">http://www.포레스트카라반.kr/</a>",http://tong.visitkorea.or.kr/cms/resource/32/2798732_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/32/2798732_image3_1.jpg,Type3,31,1,41,820,AC,AC05,AC050300,A03,A0302,A03021700,경기도 가평군 가평읍 상지로 705-38,,12429,127.4964712723,37.7525337095,6,"경기도 가평 호명산 자락에 자리한 포레스트 카라반랜드는 산속 깊은 곳에서 자연의 풍광을 오롯이 즐길 수 있는 카라반 캠핑 시설이다. 전 타입이 카라반으로 되어있어 자연 속에서도 편리하게 캠핑을 즐길 수 있도록 마련했다. 광활하고 탁 트인 경치의 북한강이 근처에 있어 여름에는 다양한 수상 레저를, 가을에는 단풍 구경을, 길 따라 쭉 이어진 벚꽃 나무를 감상할 수 있어 볼거리 즐길 거리가 많은 곳이다. 카라반은 크기에 따라 구분되는데 최소 2인부터 최대 6인까지 투숙할 수 있다. 또한, 카라반 외에도 펜션도 운영하고 있어 최대 15인까지 단체 이용객들은 펜션을 이용해도 좋다. 카라반은 호텔식 침구 버금가는 푹신하고 아늑한 잠자리를 제공하며, 작은 거실과 주방, 개별 화장실 등을 모두 갖추고 있어 자연 속에서도 프리미엄 캠핑을 즐기고 싶은 이용객들에게 추천한다. 6월부터 9월까지는 개별수영장과 공용수영장을 운영해 여름철 물놀이를 즐기기에도 좋다. 기타 부대시설로는 매점, 카페, 공용화장실과 샤워실을 운영한다."
3532761,32,가평풀빌라스테이청평,20250908143030,20251023143000,,,http://www.staycp.co.kr,,,,31,1,41,820,AC,AC03,AC030100,B02,B0201,B02010700,경기도 가평군 청평면 호명리길 151,,12455,127.4671885431,37.7279721369,6,"가평풀빌라스테이청평은 경기도 가평 청평호 인근에 위치한 프라이빗 풀빌라 펜션입니다.
전 객실에 개별 온수풀과 200인치 프로젝터, 식기세척기, 공기청정기 등이 완비되어 있습니다.
다트룸, 레트로게임룸 등 다양한 테마 객실도 준비되어 있어 색다른 즐거움을 선사합니다.
전용 계곡과 바비큐 시설도 갖추어져 있어 자연 속에서 여유로운 휴식을 즐기실 수 있습니다."
1283850,12,가평학도의용대 참전비,20110520231515,20260312141159,,,https://www.gptour.go.kr/tour,https://tong.visitkorea.or.kr/cms/resource/10/3510910_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/10/3510910_image3_1.jpg,Type3,,,41,820,HS,HS02,HS020100,,,,경기도 가평군 가평읍 문화로 131,,12416,127.5058,37.8265,6,"6·25전쟁 당시 가평군 일대에서 전개된 전투에 참전한 가평 출신 학도병들을 기리기 위해 2000년 11월 11일에 가평학도의용대 참전비를 건립하였다. 전쟁 당시 전사자 17명, 납북자 16명과 전쟁 이후 사망한 55명의 유공자 이름이 새겨져 있다. 가평군학도의용대참전비 오른쪽에는 가평군의 학도의용대를 추모하기 위한 비석이 세워져 있다. 비석 앞면에는 당시 가평군수였던 이현직이 쓴 “학우여! 전우여! 고이 잠드소서”라는 제목의 추모글이 적혀 있으며, 뒷면에는 참전비를 건립하는데 성금을 낸 학도병 출신 인사들의 이름이 가평군의 읍면별로 기록되어 있다."
921096,12,가평향교,20100113183142,20260319173823,,,,https://tong.visitkorea.or.kr/cms/resource/82/3520182_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/82/3520182_image3_1.jpg,Type1,,,41,820,HS,HS01,HS010900,,,,경기도 가평군 가평읍 향교로 23-1,,12417,127.50775905008138,37.82996123545063,6,"가평향교는 1398년(태조 7년) 세워졌으며, 현재의 건물로는 대성전, 서무, 내삼문, 제실, 명륜당이 있어 전통 향교의 원형을 갖추고 있다. 병자호란 당시 1636년(인조 14년)에 대성전 일부가 파손되어 개축하였고 1950년 한국전쟁 때 대성전이 불 타 휴전 후 새로 지었다. 이후 1980년 대성전과 동무, 내삼문을 수리하고 1985년에 명륜당을 새로 지었으며 2017년 화재로 명륜당이 일부 소실되어 이듬해 복원하였다. 가평향교의 배치는 학문을 닦는 명륜당을 앞쪽에 두고 제례를 드리는 기능을 하는 대성전이 뒤에 놓인 전학후묘의 모습을 하고 있다. 대성전 내부에 공자를 비롯한 다섯 분의 성인의 위패를 봉안하고 동쪽벽으로는 송준길 등 열 분의 현인의 위패를 서쪽에는 주희를 비롯한 열 분의 현인의 위패를 모셔 놓았다."
2740118,28,가평황토은글램핑,20210906213526,20250116145809,,,,http://tong.visitkorea.or.kr/cms/resource/47/2740247_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/47/2740247_image3_1.JPG,Type3,31,1,41,820,AC,AC05,AC050400,A03,A0302,A03021700,경기도 가평군 설악면 장수로79번길 63-18,,12474,127.5102603464,37.6077202286,6,"가평 황토은 글램핑은 경기도 가평군 설악면 묵안리에 위치해 서울에서 접근성이 좋다. 깨끗한 시설에 울창한 숲으로 둘러싸여 있어 여유로움을 느낄 수 있는 소규모 캠핑장이다. 캠핑장 규모는 작지만 수영장, 족구장을 갖추고 있으며 시설 또한 잘 관리되어 불편함 없이 이용할 수 있다. 글램핑은 총 4동으로 사이즈는 4m×6m으로 넓은 편이다. 글램핑장 내부에 샤워실과 화장실이 마련되어 있는데 세면용품을 비롯한 소모품 등을 남다르게 구비해서 글램핑 시설이 아니라고 느낄 정도다. 또한 외부에는 이동식 바비큐 그릴 외에도 사이트 앞에 원형 화로대와 통나무 의자가 준비되어 있어 캠핑 분위기를 만끽할 수 있다. 그뿐만 아니라 어린이들을 위한 트램펄린은 물론 각종 도서가 비치된 놀이방이 있어 어린이 동반 이용객에게 편리함을 제공하고 있다. 관리실은 펜션동에 별도로 마련되어 있으며 매점을 운영하고 있다."
2726713,28,각흘계곡캠핑장,20210722234241,20250805132710,,,"<a href=""https://www.instagram.com/khcamping""target=""_blank"" title=""새창 : 업체인스타그램 이동"">https://www.instagram.com/khcamping</a>",http://tong.visitkorea.or.kr/cms/resource/43/2727043_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/43/2727043_image3_1.jpg,Type3,31,29,41,650,AC,AC05,AC050100,A03,A0302,A03021700,경기도 포천시 이동면 금강로 6439,,11110,127.3943453775,38.0999635673,6,"각흘계곡 캠핑장은 경기도 포천시 이동면에 위치해 있다. 이곳은 미니펜션, 카라반, 파쇄석 사이트, 데크 사이트, 나무로 둘러싸인 잣나무 캠핑장까지 구비하고 있어 각자의 취향에 맞춰 캠핑을 즐길 수 있다. 사이트 규격도 제각각이어서 홈페이지에서 정확한 크기를 확인하여 선택할 수 있다. 계곡물은 1급수를 자랑하며 물에 몸을 담그면 한기를 느낄 정도로 청량하다."
2735333,39,갈릴리농원 본관,20210819234000,20250523095008,,,"<a href=""http://www.gllfarm.co.kr"" target=""_blank"" title=""새창 : 갈릴리농원 본관 사이트로 이동"">http://www.gllfarm.co.kr</a>",http://tong.visitkorea.or.kr/cms/resource/87/2735287_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/87/2735287_image2_1.jpg,Type3,31,27,41,480,FD,FD02,FD020400,A05,A0502,A05020700,경기도 파주시 탄현면 방촌로 1196,,10857,126.7457124396,37.8355604177,6,"무소독, 무항생제 등 친환경에서 직접 기른 장어를 맛볼 수 있는 곳으로 유통마진 없이 합리적 가격으로 판매하고 있다. 인체에 유해한 금지 약품을 사용하지 않고 순환 여과 방식으로 장어를 양식해 해양수산자원 연구소에서 인증하는 G-fish와 식품의약품안전처에서 실시하는 해썹(HACCP) 인증을 받았다. 반찬과 밥을 별도로 준비하여 식당에서 주문한 장어구이와 함께 식사가 가능하며, 미처 준비하지 못한 경우는 식당 입구에 있는 갈릴리 마트에서 즉석밥, 소시지, 라면 등의 식품을 구입해서 이용할 수 있다."
2850392,39,갈매골순두부,20220906161435,20250113145811,,,,http://tong.visitkorea.or.kr/cms/resource/82/2850382_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/82/2850382_image3_1.jpg,Type3,31,6,41,310,FD,FD01,FD010100,A05,A0502,A05020100,경기도 구리시 갈매길 18,,11903,127.1071216167,37.6218501328,6,"﻿﻿ ﻿구리시 갈매동에 있는 콩, 두부 요리 전문점이다. 갈매에서 신내동으로 넘어가는 길목에 있다. 식당 주차장이 넓어 주차가 편하다.  실내는 오래된 맛집임을 느끼게 해주는 오래된 물건으로 꾸며져 있다. 직접 두부를 만드는 곳이 별도로 있고 식사 후 집에 돌아가는 길엔 콩비지를 무료로 가져갈 수 있다. 황태를 넣어 국물이 시원한 두부전골과 순두부찌개, 콩탕 등의 콩 요리 이외에 코다리 두부찜, 오리 한방 능이백숙, 닭 한방 능이백숙이 있다. 주변에 가볼 만한 곳으로는 화랑대 철도공원과 불빛 정원 등이 있다."
3447845,12,갈매구릉산자락길,20241217170141,20250731155316,,,,http://tong.visitkorea.or.kr/cms/resource/21/3448621_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/3448621_image3_1.jpg,Type1,31,6,41,310,VE,VE12,VE120300,A02,A0203,A02030400,경기도 구리시 산마루로 106 (갈매동),,11902,127.1238754676,37.6280830442,6,"갈매구릉산자락길은 경기도 구리시 갈매동에 위치한 무장애 산책로로, 총 1.4km 구간이 조성되어 있습니다. 목재 데크와 평탄한 길로 누구나 안전하게 산책할 수 있으며, 자연과 어우러진 쉼터와 편의시설이 마련되어 있어 힐링하기 좋은 장소입니다."
3007381,12,갈매중앙공원,20230905142819,20260429174129,,,,https://tong.visitkorea.or.kr/cms/resource/84/3443684_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/84/3443684_image3_1.jpg,Type1,,,41,310,VE,VE03,VE030400,,,,경기도 구리시 산마루로 41 (갈매동),,11901,127.11856697910018,37.63111070332097,6,"갈매중앙공원은 갈매동의 중심부로 하천변 산책로, 공동주택과 학교 인근에 위치해 아이와 어른 모두 즐겨 찾는 공원이다. 구리시의 공원내 마을숲 조성 사업으로 그늘목 식재와 놀이공간이 조성되어 지역주민 뿐만 아니라 누구나 즐길 수 있다. 공원 입구에 관리사무소가 있으며 바닥분수 앞에는 여름철 물놀이터 방문객을 위한 남녀탈의실이 있다. 무료로 운영되는 물놀이터에는 제법 큰규모의 물놀이 시설이 갖추어져 있어 여름에는 이곳을 방문하는 어린이 방문객의 숫자가 늘고 있다. 물놀이터 바로 옆에는 '신나는 몸놀이터'가 있다. 작은 동화마을을 연상하게 하는 몸놀이터에는 대형미끄럼틀을 비롯한 낮은 높이의 암벽과 어린이 짚라인이 있어 다양한 즐거움을 만끽할 수 있다. 매년 구리시에서 기획하는 다양한 계절별 축제가 개최된다고 하니 구리시 홈페이지를 통해 미리 알아보고 방문해도 좋다."
2826592,39,갈비1987,20220705161727,20251215175839,,,"<a href=""https://instagram.com/galbi_1987"" target=""_blank"" title=""새창 : 갈비1987 인스타그램 홈페이지로 이동"">https://instagram.com/galbi_1987</a>",,,,31,29,41,650,FD,FD01,FD010100,A05,A0502,A05020100,경기도 포천시 이동면 화동로 2065-1,,11111,127.3663804919,38.0322237360,6,"갈비1987은 차별화와 세련됨을 추구하는 메뉴와 분위기, 서비스를 제공한다. 갈빗집사장이었던 아버지의 토양에 소믈리에 아들이 꽃을 피운 곳이라고 표현한다. 100년 가는 레스토랑을 만드는 것이 사장님의 목표라고 한다. 달달하고도 부드러운 식감으로 아이와 어른들의 입맛을 모두 사로잡는다. 또한 대접받는 듯한 서비스로 즐거운 식사시간을 보낼 수 있다."
2853490,39,갈비생각 광릉수목원본점,20220914155050,20250806110637,,,"<a href=""http://www.galby.co.kr/""target=""_blank"" title=""새창 : 갈비생각 사이트로 이동"">http://www.galby.co.kr/</a>",http://tong.visitkorea.or.kr/cms/resource/85/2853485_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/85/2853485_image3_1.jpg,Type3,31,29,41,650,FD,FD01,FD010100,A05,A0502,A05020100,경기도 포천시 소흘읍 광릉수목원로 1189,,11184,127.1161552032,37.7780626770,6,"갈비생각은 포천시 광릉수목원으로 가는 입구에 있는 이동갈비 맛집이다. 축석리 검문소 부근에 큰 기와집이라 찾기가 편리하다. 주차장은 넓은 전용 공간인데 관리를 하는 사람이 여러명이라 이용이 편리하다. 매장이 넓어서 서울, 포천, 의정부에서 가족 모임이나 소규모 단체로 행사 모임을 위해 방문하는 고객들이 많다. 찬은 빛깔고운 동치미, 겉절이, 야채샐러드 등의 기본 반찬과 양념 게장이 나온다. 갈비 집이지만 양념 게장이 맛있는 집이다. 모두 정갈하고 깔끔하다."
